Instance;Projects;NARLF;NARLF';UF;varUF;Gini;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a20_nr3.rcmp;20;-11,42;-10,71;0,57;0;0,45;0,33;0,32;0,32;0,32;0,44;0,4;0,44;0,43;0,43;0,23;0,17;0,18;0,2;0,21;0,2;0,19;0,18;0,22;0,2;0,19;0,15;0,15;0,15;0,2;0,17;0,15;0,18;0,17;0,18;0,13;0,1;0,11;0,12;0,12;0,16;0,12;0,12;0,16;0,15;0,15
mp_j90_a20_nr4.rcmp;20;-9,25;-12,27;1,14;0,05;0,37;0,28;0,3;0,29;0,29;0,31;0,29;0,33;0,31;0,27;0,21;0,2;0,21;0,2;0,18;0,44;0,38;0,37;0,42;0,42;0,42;0,16;0,13;0,15;0,13;0,15;0,12;0,17;0,15;0,13;0,13;0,12;0,16;0,15;0,12;0,18;0,15;0,15;0,13;0,18;0,17
mp_j90_a20_nr5.rcmp;20;-9,53;-8,96;1,59;0;0,4;0,43;0,39;0,46;0,42;0,32;0,32;0,33;0,32;0,28;0,2;0,2;0,2;0,24;0,2;0,4;0,38;0,42;0,42;0,39;0,38;0,16;0,15;0,19;0,18;0,2;0,15;0,15;0,17;0,17;0,12;0,12;0,13;0,16;0,12;0,13;0,16;0,17;0,16;0,13;0,15
mp_j90_a20_nr5_AgentCopp1.rcmp;20;-11,83;-9,42;3,06;0,03;0,43;0,39;0,21;0,28;0,22;0,4;0,19;0,32;0,39;0,35;0,44;0,39;0,21;0,28;0,22;0,4;0,19;0,32;0,39;0,35;0,44;0,13;0,12;0,12;0,16;0,15;0,12;0,16;0,17;0,16;0,17;0,13;0,12;0,12;0,16;0,15;0,12;0,16;0,17;0,16;0,17
mp_j90_a20_nr5_AgentCopp10.rcmp;20;-19,28;-19,28;7;5,66;0,4;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1
mp_j90_a20_nr5_AgentCopp2.rcmp;20;-11,49;-8,65;0,61;0;0,43;0,42;0,21;0,21;0,23;0,22;0,28;0,32;0,23;0,33;0,38;0,42;0,21;0,21;0,23;0,22;0,28;0,32;0,23;0,33;0,38;0,13;0,13;0,16;0,13;0,15;0,12;0,13;0,16;0,17;0,15;0,13;0,13;0,16;0,13;0,15;0,12;0,13;0,16;0,17;0,15
mp_j90_a20_nr5_AgentCopp3.rcmp;20;-10,5;-8,86;0,88;0;0,47;0,31;0,3;0,39;0,38;0,4;0,41;0,32;0,32;0,21;0,42;0,31;0,3;0,39;0,38;0,4;0,41;0,32;0,32;0,21;0,42;0,15;0,13;0,13;0,15;0,17;0,17;0,17;0,18;0,15;0,16;0,15;0,13;0,13;0,15;0,17;0,17;0,17;0,18;0,15;0,16
mp_j90_a20_nr5_AgentCopp4.rcmp;20;1,97;-0,92;2,71;0,03;0,34;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13
mp_j90_a20_nr5_AgentCopp5.rcmp;20;-19,28;-7,67;0,95;0,09;0,4;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1
mp_j90_a20_nr5_AgentCopp6.rcmp;20;-11,83;-16,29;2,36;0,02;0,43;0,39;0,21;0,28;0,22;0,4;0,19;0,32;0,39;0,35;0,44;0,39;0,21;0,28;0,22;0,4;0,19;0,32;0,39;0,35;0,44;0,13;0,12;0,12;0,16;0,15;0,12;0,16;0,17;0,16;0,17;0,13;0,12;0,12;0,16;0,15;0,12;0,16;0,17;0,16;0,17
mp_j90_a20_nr5_AgentCopp7.rcmp;20;-11,49;-17,15;2,82;0,07;0,43;0,42;0,21;0,21;0,23;0,22;0,28;0,32;0,23;0,33;0,38;0,42;0,21;0,21;0,23;0,22;0,28;0,32;0,23;0,33;0,38;0,13;0,13;0,16;0,13;0,15;0,12;0,13;0,16;0,17;0,15;0,13;0,13;0,16;0,13;0,15;0,12;0,13;0,16;0,17;0,15
mp_j90_a20_nr5_AgentCopp8.rcmp;20;-10,5;-16,19;1,33;0,01;0,47;0,31;0,3;0,39;0,38;0,4;0,41;0,32;0,32;0,21;0,42;0,31;0,3;0,39;0,38;0,4;0,41;0,32;0,32;0,21;0,42;0,15;0,13;0,13;0,15;0,17;0,17;0,17;0,18;0,15;0,16;0,15;0,13;0,13;0,15;0,17;0,17;0,17;0,18;0,15;0,16
mp_j90_a20_nr5_AgentCopp9.rcmp;20;1,97;1,97;5,3;0,12;0,34;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13
mp_j90_a2_nr1.rcmp;2;-15,19;-15,19;0,33;0;0,45;0,3;0,3;0,13;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr2.rcmp;2;-10,67;-11,34;0,98;0;0,34;0,21;0,44;0,13;0,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr3.rcmp;2;-12,4;-13,02;0,59;0,01;0,42;0,32;0,32;0,15;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr4.rcmp;2;-10,62;-7,16;0,42;0;0,43;0,41;0,29;0,17;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr5.rcmp;2;-17,84;-13,17;0,41;0;0,39;0,31;0,32;0,15;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr5_AgentCopp1.rcmp;2;-11,52;-11,52;1,88;0,13;0,41;0,39;0,21;0,13;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr5_AgentCopp10.rcmp;2;-19,28;-19,28;1,43;0,2;0,4;0,17;0,17;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr5_AgentCopp2.rcmp;2;-10,52;-13,05;3,22;0;0,34;0,42;0,21;0,13;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr5_AgentCopp3.rcmp;2;-15,98;-15,3;1,56;0,02;0,47;0,31;0,3;0,15;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr5_AgentCopp4.rcmp;2;1,97;1,05;3,47;0,02;0,35;0,42;0,42;0,13;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr5_AgentCopp5.rcmp;2;-19,28;-17,39;0,59;0,03;0,4;0,17;0,17;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr5_AgentCopp6.rcmp;2;-11,52;-14,88;1,88;0,13;0,41;0,39;0,21;0,13;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr5_AgentCopp7.rcmp;2;-10,52;-13,54;3,41;0,01;0,34;0,42;0,21;0,13;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr5_AgentCopp8.rcmp;2;-15,98;-16,39;1,58;0,02;0,47;0,31;0,3;0,15;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a2_nr5_AgentCopp9.rcmp;2;1,97;1,97;3,71;0,02;0,35;0,42;0,42;0,13;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr1.rcmp;5;-14,1;-14,1;0,57;0;0,37;0,3;0,3;0,3;0,3;0,3;0,13;0,13;0,13;0,13;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr2.rcmp;5;-8,18;-15,38;0,32;0;0,49;0,3;0,42;0,3;0,42;0,41;0,13;0,17;0,15;0,16;0,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr3.rcmp;5;-7,62;-9,45;0,49;0,05;0,47;0,29;0,42;0,3;0,42;0,42;0,13;0,16;0,15;0,17;0,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr4.rcmp;5;-17,91;-13,33;0,79;0,01;0,44;0,22;0,22;0,2;0,2;0,2;0,18;0,16;0,15;0,16;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr5.rcmp;5;-9,72;-6,35;0,69;0;0,45;0,21;0,41;0,32;0,42;0,21;0,15;0,17;0,17;0,15;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr5_AgentCopp1.rcmp;5;-13,51;-13,56;4,52;0,08;0,41;0,39;0,21;0,28;0,22;0,4;0,13;0,12;0,12;0,16;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr5_AgentCopp10.rcmp;5;-19,28;-19,28;3,59;1,24;0,4;0,17;0,17;0,17;0,17;0,17;0,1;0,1;0,1;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr5_AgentCopp2.rcmp;5;-12,17;-12,31;5,09;0,02;0,4;0,42;0,21;0,21;0,23;0,22;0,13;0,13;0,16;0,13;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr5_AgentCopp3.rcmp;5;-12,44;-8,58;2,82;0,14;0,47;0,31;0,3;0,39;0,38;0,4;0,15;0,13;0,13;0,15;0,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr5_AgentCopp4.rcmp;5;1,97;0,46;7,3;0,08;0,34;0,42;0,42;0,42;0,42;0,42;0,13;0,13;0,13;0,13;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr5_AgentCopp5.rcmp;5;-19,28;-13,97;2,76;0,73;0,4;0,17;0,17;0,17;0,17;0,17;0,1;0,1;0,1;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr5_AgentCopp6.rcmp;5;-13,51;-17,03;5,53;0,12;0,41;0,39;0,21;0,28;0,22;0,4;0,13;0,12;0,12;0,16;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr5_AgentCopp7.rcmp;5;-12,17;-17,93;5,64;0,02;0,4;0,42;0,21;0,21;0,23;0,22;0,13;0,13;0,16;0,13;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr5_AgentCopp8.rcmp;5;-12,44;-14,03;3,38;0,2;0,47;0,31;0,3;0,39;0,38;0,4;0,15;0,13;0,13;0,15;0,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a5_nr5_AgentCopp9.rcmp;5;1,97;1,97;9,27;0,14;0,34;0,42;0,42;0,42;0,42;0,42;0,13;0,13;0,13;0,13;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
